,AdId,num_faces,face_joylikelihood,face_sorrowLikelihood,face_angerLikelihood,face_surpriseLikelihood,face_description_confidence,landmark_features,labels_description,labels_descriptions_confidence,logo_description,logo_description_confidence,text_descriptions,object_descriptions,object_descriptions_confidence,isAdult,isSpoof,isMedical,isViolence,isRacy
163,A19_02,0,[],[],[],[],[],[],"['Text', 'Line', 'Font', 'Logo']","[0.9672247767448425, 0.8748845458030701, 0.8557851910591125, 0.5535141825675964]",[],[],"['Peter Chapman Puzzles\nAd www.landofpuregold.com/\n3-D Wood Puzzle Conversation Pieces 100% profits to canine cancer work\n', 'Peter', 'Chapman', 'Puzzles', 'www', 'landofpuregold', 'com', 'Wood', 'Puzzle', 'Conversation', 'Pieces', '100', 'profits', 'canine', 'cancer', 'work']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
164,A19_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9850678443908691, 0.8908471465110779, 0.8782652616500854]",[],[],"['Buy Lego Toys at Argos - Wide Range of Lego Available\nAd www.argos.co.uk/Lego\nCheck & Reserve. Get Yours Today!\nSelected Toys 2 for \xc2\xa315. Click and Collect Today - Reserve for Collection\nArgos has 115,779 followers on Google+\n2 for \xc2\xa315 on Toys - Lego Friends - New Catalogue Out Now\n', 'Buy', 'Lego', 'Toys', 'Argos', 'Wide', 'Range', 'Lego', 'Available', 'www', 'argos', 'Lego', 'Check', 'Reserve', 'Get', 'Yours', 'Today', 'Selected', 'Toys', 'for', '\xc2\xa315', 'Click', 'and', 'Collect', 'Today', 'Reserve', 'for', 'Collection', 'Argos', 'has', '115', '779', 'followers', 'Google', 'for', '\xc2\xa315', 'Toys', 'Lego', 'Friends', 'New', 'Catalogue', 'Out', 'Now']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
165,A19_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9730345010757446, 0.8490258455276489, 0.8157843947410583]",[],[],"['Free Card Games\nAd www.gamehouse.com/\nChoose From Tons of Exciting Card Games Free at GameHouse Today!\nGameHouse has 2,302 followers on Google+\nCard Games - Card Games for Mac - Free Game of the Day\n', 'Free', 'Card', 'Games', 'www', 'gamehouse', 'com', 'Choose', 'From', 'Tons', 'Exciting', 'Card', 'Games', 'Free', 'GameHouse', 'Today', 'GameHouse', 'has', '302', 'followers', 'Google', 'Card', 'Games', 'Card', 'Games', 'for', 'Mac', 'Free', 'Game', 'the', 'Day']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
166,A08_08,0,[],[],[],[],[],[],"['Text', 'Yellow', 'Font', 'Line', 'Graphic design', 'Brand', 'Logo', 'Graphics', 'Advertising']","[0.9583601355552673, 0.8820182085037231, 0.8667431473731995, 0.773042619228363, 0.6957656741142273, 0.5821748375892639, 0.5327439308166504, 0.5272958874702454, 0.5091468095779419]",[],[],"['GO\nhoe\nT\n!\nWork Expert Wall Storage Shelf Unit\nPlastic Hook Board Mounting + Hooks +\nRacks.\nby Work Expert\n$49.99 \xc2\xa39.99 + \xc2\xa33.95 delivery\n#1 Best Seller in Construction Boards\n', 'hoe', 'Work', 'Expert', 'Wall', 'Storage', 'Shelf', 'Unit', 'Plastic', 'Hook', 'Board', 'Mounting', 'Hooks', 'Racks', 'Work', 'Expert', 'delivery', 'Best', 'Seller', 'Construction', 'Boards']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
167,A08_09,0,[],[],[],[],[],[],"['Text', 'Line', 'Font', 'Parallel', 'Logo']","[0.9121394753456116, 0.8537460565567017, 0.8195118308067322, 0.6316487193107605, 0.5870729088783264]",[],[],"['2.5 x 40mm masonary nails pack of 50\nfor masonry\nby Celtic Woods\n\xc2\xa31.89\nMore buying choices\n\xc2\xa31.89 new (2 offers)\n', '40mm', 'masonary', 'nails', 'pack', 'for', 'masonry', 'Celtic', 'Woods', 'More', 'buying', 'choices', 'new', 'offers']",['Earrings'],[0.7077510952949524],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
168,A08_14,0,[],[],[],[],[],[],"['Impact wrench', 'Handheld power drill', 'Impact driver', 'Hammer drill', 'Tool', 'Drill', 'Screw gun', 'Power tool', 'Machine']","[0.9651367664337158, 0.9588239192962646, 0.944394052028656, 0.8859975934028625, 0.8274994492530823, 0.7799584865570068, 0.5984721779823303, 0.5863609910011292, 0.5615968704223633]",[],[],"['HOLIDAY SAVINGS\nSTART NOW\nRIDGID\n', 'HOLIDAY', 'SAVINGS', 'START', 'NOW', 'RIDGID']","['Drill', 'Drill']","[0.8835015892982483, 0.8458300232887268]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE
169,A08_15,0,[],[],[],[],[],[],"['Product', 'Line', 'Auto part', 'Cable', 'Automotive fuel system']","[0.8828333020210266, 0.7984547019004822, 0.6117739677429199, 0.5312556028366089, 0.5079681277275085]","[""Lowe's""]",[0.9367669224739075],"['10% Off Kobalt Hand Tools\nOnline price reflects discount. While supplies last.\nROKOBALT.\nKEIT GENERATION OF TOUGH TOOLS\n', 'Off', 'Kobalt', 'Hand', 'Tools', 'Online', 'price', 'reflects', 'discount', 'While', 'supplies', 'last', 'ROKOBALT', 'KEIT', 'GENERATION', 'TOUGH', 'TOOLS']","['Top', 'Pants']","[0.6603592038154602, 0.5073498487472534]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
170,A08_12,0,[],[],[],[],[],[],"['Tool', 'Handheld power drill', 'Impact wrench', 'Impact driver', 'Power tool', 'Screw gun']","[0.8854809403419495, 0.8156238794326782, 0.7339345216751099, 0.5788390040397644, 0.5638611316680908, 0.5132089853286743]",[],[],"[""UN\nDON'T\nJUST\nFINISH\nTHE JOB.\nNAIL IT.\nFIRES\nLP\nSTORM\nBLACKS DECKER.\nFeaturing our powerful SingleSource battery\nthat works with all 18-volt FireStorm tools.\n"", 'DON', 'JUST', 'FINISH', 'THE', 'JOB', 'NAIL', 'FIRES', 'STORM', 'BLACKS', 'DECKER', 'Featuring', 'our', 'powerful', 'SingleSource', 'battery', 'that', 'works', 'with', 'all', 'volt', 'FireStorm', 'tools']",['Stapler'],[0.7797970771789551],VERY_UNLIKELY,POSSIBLE,UNLIKELY,VERY_UNLIKELY,UNLIKELY
171,A08_13,0,[],[],[],[],[],[],"['Tool accessory', 'Set tool', 'Tool']","[0.8030974864959717, 0.57183837890625, 0.512149453163147]","['AAMCO Transmissions', 'Bombay Sapphire']","[0.7022737264633179, 0.6155309081077576]","['THE HIGHEST QUALITY HYDRAULIC HAMMER TOOLS & PARTS IN THE WORLD!\nRAMCO\n253-796-3051 \xe2\x80\xa2 WWW.RAMCOTOOLS.COM\nCONSTRUCTION TOOLS, INC.\n', 'THE', 'HIGHEST', 'QUALITY', 'HYDRAULIC', 'HAMMER', 'TOOLS', 'PARTS', 'THE', 'WORLD', 'RAMCO', '253', '796', '3051', 'WWW', 'RAMCOTOOLS', 'COM', 'CONSTRUCTION', 'TOOLS', 'INC']","['Pen', 'Pen', 'Pen', 'Pen']","[0.6715035438537598, 0.6473219990730286, 0.6427474617958069, 0.5518016815185547]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
172,A08_11,0,[],[],[],[],[],[],"['Product', 'Tool']","[0.9103112816810608, 0.5007113218307495]",['Tommy Bahama'],[0.5801490545272827],"['97973\n-$400.\n3397\nTHE ""The House thar Service Bull\nren Bierce\nCOMPANY\nSince 1910\nBuilding Material Handges. Here Tool Rental\n50%\n10% off\nWe are proud to offer\n10% off\n$297\nget dad the tools he needs\nFATHER\'S DAY!\n$14997\n$1999\n9997\n', '97973', '400', '3397', 'THE', 'The', 'House', 'thar', 'Service', 'Bull', 'ren', 'Bierce', 'COMPANY', 'Since', '1910', 'Building', 'Material', 'Handges', 'Here', 'Tool', 'Rental', 'off', 'are', 'proud', 'offer', 'off', '297', 'get', 'dad', 'the', 'tools', 'needs', 'FATHER', 'DAY', '14997', '1999', '9997']",['Home appliance'],[0.5017280578613281],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
173,A08_10,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.8901308178901672, 0.7825835347175598, 0.7547606229782104]",[],[],"['L.G Harris 430 9-inch Easy Reach\nRoller\nby Harris\n\xc2\xa35.95 Prime\nGet it by Monday, Aug 24\nMore buying choices\n\xc2\xa35.95 new (9 offers)\nEligible for FREE UK Delivery\n#1 Best Seller in Paint Rollers\n', 'Harris', '430', 'inch', 'Easy', 'Reach', 'Roller', 'Harris', 'Prime', 'Get', 'Monday', 'Aug', 'More', 'buying', 'choices', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery', 'Best', 'Seller', 'Paint', 'Rollers']",[],[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
174,A08_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo', 'Graphics']","[0.9793528318405151, 0.8955276608467102, 0.843008279800415, 0.6445081830024719, 0.5272958874702454]",[],[],"['Buy Paint Brushes - UK\nwww.decorating direct.co.uk/\n5.0 *\nadvertiser rating\nBuy decorators paint brushes\nand tools online at low prices\n', 'Buy', 'Paint', 'Brushes', 'www', 'decorating', 'direct', 'advertiser', 'rating', 'Buy', 'decorators', 'paint', 'brushes', 'and', 'tools', 'online', 'low', 'prices']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
175,A08_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9783336520195007, 0.8790220022201538, 0.828646183013916]",[],[],"['Hydraulic Tools Web-shop\nwww.hydrafore.eu/\nWide Selection of 700 Bar Tools\nFast delivery from Germany!\n', 'Hydraulic', 'Tools', 'Web', 'shop', 'www', 'hydrafore', 'Wide', 'Selection', '700', 'Bar', 'Tools', 'Fast', 'delivery', 'from', 'Germany']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
176,A08_07,0,[],[],[],[],[],[],"['Font', 'Technology']","[0.6857237815856934, 0.6757805347442627]",[],[],"['Insulation Tape PVC Electrica 19mmx\n20m Black x 1\nby Et Lumiere\n\xc2\xa30.99\nMore buying choices\n\xc2\xa30.87 new (21 offers)\n#1 Best Seller in Household Insulation\nAccessories\n', 'Insulation', 'Tape', 'PVC', 'Electrica', '19mmx', '20m', 'Black', 'Lumiere', 'More', 'buying', 'choices', 'new', 'offers', 'Best', 'Seller', 'Household', 'Insulation', 'Accessories']",['Tableware'],[0.5692193508148193],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
177,A08_06,0,[],[],[],[],[],[],['Product'],[0.8828333020210266],[],[],"['\xd9\x84\xd8\xb3\xd9\x84\xd8\xa7\xd8\xaa\nRAPID SETTING\nCEMENT\nEverbuild JETCEM6 Jetcem Rapid\nSet Cement 6Kg (Single)\nby Everbuild\n\xc2\xa36.85 \xc2\xa35.99 + \xc2\xa32.98 delivery\nMore buying choices\n\xc2\xa35.30 new (9 offers)\n', '\xd9\x84\xd8\xb3\xd9\x84\xd8\xa7\xd8\xaa', 'RAPID', 'SETTING', 'CEMENT', 'Everbuild', 'JETCEM6', 'Jetcem', 'Rapid', 'Set', 'Cement', '6Kg', 'Single', 'Everbuild', 'delivery', 'More', 'buying', 'choices', 'new', 'offers']",['Packaged goods'],[0.7548490762710571],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
178,A08_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9779838919639587, 0.8616248369216919, 0.8567731976509094]",[],[],"[""Shop Hand Tools at Amazon\nAd www.amazon.co.uk/shop+hand+tools\nLow Prices on Shop Hand Tools. Free UK Delivery on Eligible Orders\nRatings: Prices 10/10 - Selection 10/10 - Service 9.5/10 - Website 9.5/10\nToday's Deals - Warehouse Deals - Prime Instant Video - Gift Cards\n"", 'Shop', 'Hand', 'Tools', 'Amazon', 'www', 'amazon', 'shop', 'hand', 'tools', 'Low', 'Prices', 'Shop', 'Hand', 'Tools', 'Free', 'Delivery', 'Eligible', 'Orders', 'Ratings', 'Prices', 'Selection', 'Service', 'Website', 'Today', 'Deals', 'Warehouse', 'Deals', 'Prime', 'Instant', 'Video', 'Gift', 'Cards']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
179,A08_03,0,[],[],[],[],[],[],"['Text', 'Line', 'Font']","[0.9795740246772766, 0.88672935962677, 0.8667431473731995]",[],[],"['Containers For Paint - Plastic Buckets, Pails, Pots, Tubs\nAd www.ibottles.co.uk/pails\nQuick Delivery, Buy Online!\nFree Delivery Offer UK orders over \xc2\xa350\nProducts - Special offers\n', 'Containers', 'For', 'Paint', 'Plastic', 'Buckets', 'Pails', 'Pots', 'Tubs', 'www', 'ibottles', 'pails', 'Quick', 'Delivery', 'Buy', 'Online', 'Free', 'Delivery', 'Offer', 'orders', 'over', '\xc2\xa350', 'Products', 'Special', 'offers']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
180,A08_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.977508544921875, 0.8854238986968994, 0.843008279800415]",[],[],"['DIY Tools Builders Tools - Builders Tools.com\nwww.builderstools.com/\nWide range of DIY and Builders Tools from starter kits for DIY beginners to top-level\nequipment for seasoned tradesmen.\n', 'DIY', 'Tools', 'Builders', 'Tools', 'Builders', 'Tools', 'com', 'www', 'builderstools', 'com', 'Wide', 'range', 'DIY', 'and', 'Builders', 'Tools', 'from', 'starter', 'kits', 'for', 'DIY', 'beginners', 'top', 'level', 'equipment', 'for', 'seasoned', 'tradesmen']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
181,A04_08,0,[],[],[],[],[],[],"['Product', 'Font']","[0.9413959383964539, 0.6857237815856934]",[],[],"['GOLO STANDARD\nWHEY U\nOptimum Nutrition Gold Standard 100%\nWhey 2273 g Milk Chocolate Protein\nShake Powder\nby Optimum Nutrition\nPrime\n\xc2\xa345.95 (\xc2\xa32.03/100 g) \xc2\xa382.99\nGet it by Monday, Aug 24\nMore buying choices\n\xc2\xa345.94 new (29 offers)\nEligible for FREE UK Delivery\n', 'GOLO', 'STANDARD', 'WHEY', 'Optimum', 'Nutrition', 'Gold', 'Standard', '100', 'Whey', '2273', 'Milk', 'Chocolate', 'Protein', 'Shake', 'Powder', 'Optimum', 'Nutrition', 'Prime', '\xc2\xa345', '100', '\xc2\xa382', 'Get', 'Monday', 'Aug', 'More', 'buying', 'choices', '\xc2\xa345', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']","['Bottle', 'Packaged goods']","[0.9104472398757935, 0.7304393649101257]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
182,A04_09,0,[],[],[],[],[],[],"['Product', 'Technology', 'Font', 'Electronic device', 'Multimedia']","[0.8828333020210266, 0.7457471489906311, 0.6857237815856934, 0.6612973213195801, 0.5068086981773376]",['Oral-B'],[0.9187271595001221],"['Oral B\n0 4000\nOral-B Pro 4000 Cross Action Electric\nRechargeable Toothbrush Powered by\nBraun\nby Oral B\n\xc2\xa339.99 \xe2\x82\xac109.99\nOnly 1 left in stock - order soon.\nMore buying choices\n\xc2\xa339.99 new (25 offers)\n', 'Oral', '4000', 'Oral', 'Pro', '4000', 'Cross', 'Action', 'Electric', 'Rechargeable', 'Toothbrush', 'Powered', 'Braun', 'Oral', '\xc2\xa339', '\xe2\x82\xac109', 'Only', 'left', 'stock', 'order', 'soon', 'More', 'buying', 'choices', '\xc2\xa339', 'new', 'offers']",['Box'],[0.8883888125419617],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
183,A04_14,1,['VERY_LIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.9811918139457703],[],"['Product', 'Hair coloring']","[0.934798538684845, 0.704709529876709]","['Colgate', 'Colgate', 'Radio Disney', 'Black Red White']","[0.9346754550933838, 0.9159408211708069, 0.6081125736236572, 0.5563198924064636]","['OPTIC\nColgate WHITE.\nWhitens More Than\n3 Shades for a Noticeably\nBrighter Smile\nWHITE\nColgate\xc2\xae 360\nColgate\nOPTIC\nWHITE\nColgate\nOPTIC\nWHITE\n', 'OPTIC', 'Colgate', 'WHITE', 'Whitens', 'More', 'Than', 'Shades', 'for', 'Noticeably', 'Brighter', 'Smile', 'WHITE', 'Colgate\xc2\xae', '360', 'Colgate', 'OPTIC', 'WHITE', 'Colgate', 'OPTIC', 'WHITE']","['Packaged goods', 'Packaged goods', 'Packaged goods']","[0.8141404986381531, 0.7957080602645874, 0.6643179655075073]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,POSSIBLE
184,A04_15,9,"['VERY_LIKELY', 'LIKELY', 'VERY_UNLIKELY', 'VERY_LIKELY', 'VERY_LIKELY', 'VERY_LIKELY', 'VERY_LIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","[0.8661186099052429, 0.8709970712661743, 0.7932753562927246, 0.7679482698440552, 0.8791911602020264, 0.8292849659919739, 0.9479976892471313, 0.22313883900642395, 0.6582549214363098]",[],"['Product', 'Flyer', 'Material property', 'Brochure']","[0.9413959383964539, 0.7104647159576416, 0.7066208720207214, 0.5289267301559448]","['Simple Skincare', 'Simple Skincare']","[0.9628769159317017, 0.9577857255935669]","[""Simple\nsimple\nSimple\n24\nKeep skin care Simple\nwith the UK's No. 1\nFacial Skincare brand\nSimple launches a\nnew skincare range\non the medicated fixture\nSIMPLE SAYS.\n"", 'Simple', 'simple', 'Simple', 'Keep', 'skin', 'care', 'Simple', 'with', 'the', 'Facial', 'Skincare', 'brand', 'Simple', 'launches', 'new', 'skincare', 'range', 'the', 'medicated', 'fixture', 'SIMPLE', 'SAYS']","['Packaged goods', 'Packaged goods', 'Packaged goods']","[0.8189610242843628, 0.7935619354248047, 0.619403600692749]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
185,A04_12,1,['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.45360031723976135],[],"['Hair', 'Face', 'Eyebrow', 'Skin', 'Product', 'Beauty', 'Brown', 'Lip', 'Violet', 'Eyelash']","[0.977942705154419, 0.9704572558403015, 0.9545474648475647, 0.945871114730835, 0.934798538684845, 0.911689281463623, 0.9084055423736572, 0.9008521437644958, 0.8956295251846313, 0.8872693777084351]",[],[],"['Bloome\nbeautybybloom.com\nAustralian-made...\nExperience the difference\nA LEADING AUSTRALIAN BRAND COMMITTED TO INNOVATIVE COSMETICS\nENHANCED WITH ESSENTIAL OILS AND BOTANICAL INGREDIENTS\nUNDER THE SECTIONS FOUGER, NATALE BLOOM\n', 'Bloome', 'beautybybloom', 'com', 'Australian', 'made', 'Experience', 'the', 'difference', 'LEADING', 'AUSTRALIAN', 'BRAND', 'COMMITTED', 'INNOVATIVE', 'COSMETICS', 'ENHANCED', 'WITH', 'ESSENTIAL', 'OILS', 'AND', 'BOTANICAL', 'INGREDIENTS', 'UNDER', 'THE', 'SECTIONS', 'FOUGER', 'NATALE', 'BLOOM']","['Packaged goods', 'Packaged goods']","[0.8469120264053345, 0.6032777428627014]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
186,A04_13,1,['POSSIBLE'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.8873522877693176],[],"['Face', 'Hair', 'Skin', 'Product', 'Beauty', 'Nose', 'Cheek', 'Head', 'Brown hair', 'Beige']","[0.9823513031005859, 0.9711661338806152, 0.9654510617256165, 0.9103112816810608, 0.8939045071601868, 0.8868343830108643, 0.8771830201148987, 0.8762359619140625, 0.7217745780944824, 0.7076348066329956]",['Revlon'],[0.9936389923095703],"['NEW\nREVLON\nBeyond Natural\nSkin Matching Makeup\nMading Makeup\nTransforms\nto your exact\nREVION\nNaturally Glamorous, Never Overdone\n', 'NEW', 'REVLON', 'Beyond', 'Natural', 'Skin', 'Matching', 'Makeup', 'Mading', 'Makeup', 'Transforms', 'your', 'exact', 'REVION', 'Naturally', 'Glamorous', 'Never', 'Overdone']","['Person', 'Packaged goods', 'Packaged goods']","[0.7947006821632385, 0.7529727816581726, 0.5430070161819458]",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
187,A04_11,1,['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],['VERY_UNLIKELY'],[0.882463276386261],[],"['Face', 'Skin', 'Nose', 'Product', 'Chin', 'Head', 'Forehead', 'Eyebrow', 'Cheek', 'Beauty']","[0.9924624562263489, 0.9763076901435852, 0.9629949927330017, 0.9605771899223328, 0.9459655284881592, 0.9305418729782104, 0.9269290566444397, 0.9243066310882568, 0.9160432815551758, 0.9077939987182617]",[],[],"['Best Seller\n***** 2004-2011\nOrder Now\n10 DAY MONEY BACK GUARANTEE\nAdvances Skincare Solutions\nVisible Results In 2 Weeks\nSatisfaction Guaranteed!\n', 'Best', 'Seller', '2004', '2011', 'Order', 'Now', 'DAY', 'MONEY', 'BACK', 'GUARANTEE', 'Advances', 'Skincare', 'Solutions', 'Visible', 'Results', 'Weeks', 'Satisfaction', 'Guaranteed']","['Person', 'Person', 'Packaged goods', 'Packaged goods']","[0.8656294345855713, 0.7878913879394531, 0.7013721466064453, 0.5555602312088013]",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
188,A04_10,0,[],[],[],[],[],[],"['Product', 'Violet', 'Material property', 'Magenta']","[0.9103112816810608, 0.8196554183959961, 0.7066208720207214, 0.5334160923957825]",['Durex'],[0.9488590359687805],"['durex\nFun-Mix\nSponsored\nDurex Fun Mix 6pcs\nby Durex\n\xc2\xa31.99 + \xc2\xa32.00 delivery\n', 'durex', 'Fun', 'Mix', 'Sponsored', 'Durex', 'Fun', 'Mix', '6pcs', 'Durex', 'delivery']",['Packaged goods'],[0.8517258763313293],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
189,A04_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9767740964889526, 0.8616248369216919, 0.8387185335159302]",[],[],"['Dove Exfoliating Beauty Cream Bar 2 x 100g - Boots\nwww.boots.com > Toiletries > Washing & Bathing > Soap & Handwash\n**** Rating: 4.4-33 reviews - \xc2\xa31.35 - Out of stock\nDove Exfoliating Beauty Cream Bar 2 x 100g. Detailed product info, read reviews, buy\nonline and earn advantage points. Dove Exfoliating Beauty Cream Bars.\n', 'Dove', 'Exfoliating', 'Beauty', 'Cream', 'Bar', '100g', 'Boots', 'www', 'boots', 'com', 'Toiletries', 'Washing', 'Bathing', 'Soap', 'Handwash', 'Rating', 'reviews', 'Out', 'stock', 'Dove', 'Exfoliating', 'Beauty', 'Cream', 'Bar', '100g', 'Detailed', 'product', 'info', 'read', 'reviews', 'buy', 'online', 'and', 'earn', 'advantage', 'points', 'Dove', 'Exfoliating', 'Beauty', 'Cream', 'Bars']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
190,A04_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9782176613807678, 0.8667431473731995, 0.8469058871269226]",[],[],"[""Cade After Shave Balm L'OCCITANE en Provence United ...\nuk.loccitane.com > Collections > By Collection\n**** Rating: 4.5 - 37 reviews - \xc2\xa322.00 - In stock\nEnriched with a purifying and stimulating complex of cade essential oil, protecting shea\nbutter, moisturising vegetable-based glycerine, soothing bis.\n"", 'Cade', 'After', 'Shave', 'Balm', 'OCCITANE', 'Provence', 'United', 'loccitane', 'com', 'Collections', 'Collection', 'Rating', 'reviews', '\xc2\xa322', 'stock', 'Enriched', 'with', 'purifying', 'and', 'stimulating', 'complex', 'cade', 'essential', 'oil', 'protecting', 'shea', 'butter', 'moisturising', 'vegetable', 'based', 'glycerine', 'soothing', 'bis']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
191,A04_07,0,[],[],[],[],[],[],"['Product', 'Personal care']","[0.8828333020210266, 0.6765105724334717]","[""Dr. Scholl's""]",[0.8221568465232849],"['Scholl\nVelvet\nScholl Velvet Smooth Diamond Pedi\nElectric Hard Skin Remover\nby Scholl\n\xc2\xa320.00 \xc2\xa339.99 Prime\nGet it by Sunday, Aug 23\nMore buying choices\n\xc2\xa320.00 new (36 offers)\nEligible for FREE UK Delivery\n', 'Scholl', 'Velvet', 'Scholl', 'Velvet', 'Smooth', 'Diamond', 'Pedi', 'Electric', 'Hard', 'Skin', 'Remover', 'Scholl', '\xc2\xa320', '\xc2\xa339', 'Prime', 'Get', 'Sunday', 'Aug', 'More', 'buying', 'choices', '\xc2\xa320', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']","['Packaged goods', 'Tubed packaged goods']","[0.8680626153945923, 0.5936815142631531]",VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
192,A04_06,0,[],[],[],[],[],[],"['Technology', 'Electronic device']","[0.6757805347442627, 0.6098915934562683]",['Gillette'],[0.9521277546882629],"['Gillette\nEMACH3\nGillette Mach 3 Manual Razor Blades -\nPack of 4\nby Gillette\n\xc2\xa36.34 Subscribe & Save\nGet regular delivery of this item and save 5.0%\n\xc2\xa36.67 \xc2\xa37.79 Prime\nGet it by Sunday, Aug 23\nMore buying choices\n\xc2\xa36.59 new (14 offers)\nEligible for FREE UK Delivery\n', 'Gillette', 'EMACH3', 'Gillette', 'Mach', 'Manual', 'Razor', 'Blades', 'Pack', 'Gillette', 'Subscribe', 'Save', 'Get', 'regular', 'delivery', 'this', 'item', 'and', 'save', 'Prime', 'Get', 'Sunday', 'Aug', 'More', 'buying', 'choices', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",['Packaged goods'],[0.792863667011261],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
