AdId,AdFilePath
A17_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/14.png
A17_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/17/15.png
A18_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/1.png
A18_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/2.png
A18_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/3.png
A18_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/4.png
A18_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/5.png
A18_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/6.png
A18_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/7.png
A18_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/8.png
A18_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/9.png
A18_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/10.png
A18_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/11.png
A18_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/12.png
A18_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/13.png
A18_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/14.png
A18_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/18/15.png
A19_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/1.png
A19_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/2.png
A19_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/3.png
A19_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/4.png
A19_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/5.png
A19_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/6.png
A19_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/7.png
A19_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/8.png
A19_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/9.png
A19_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/10.png
A19_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/11.png
A19_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/12.png
A19_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/13.png
A19_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/14.png
A19_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/19/15.png
A20_01,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/1.png
A20_02,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/2.png
A20_03,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/3.png
A20_04,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/4.png
A20_05,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/5.png
A20_06,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/6.png
A20_07,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/7.png
A20_08,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/8.png
A20_09,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/9.png
A20_10,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/10.png
A20_11,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/11.png
A20_12,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/12.png
A20_13,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/13.png
A20_14,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/14.png
A20_15,ads16-dataset/ADS16_Benchmark_part2/ADS16_Benchmark_part2/Ads/Ads/20/15.png
